position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
"Biophysical Scientist, Small Molecule (Biochemical & Cellular Pharmacology)",Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Staff Engineer, Machine Learning (macys.com)",Macy's,25765.0,other role,San Francisco,CA,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Data Scientist Consultant (Resources),Accenture,14198.0,data scientist,San Francisco,CA,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True
Research Manager - Machine Learning,Amazon.com,25895.0,other role,San Francisco,CA,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False
Senior Data Engineer,Blue Owl,0.0,data engineer,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Bioinformatics Scientist 1 or 2, Translational Medicine",Plexxikon,3.0,data scientist,Berkeley,CA,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False
"Associate Scientist, Process Development","LakePharma, Inc.",0.0,data scientist,Hayward,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Associate Scientist/Scientist 1, Pharmacology","CytomX Therapeutics, Inc.",0.0,data scientist,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
"VP, Applications",JUUL Labs,2.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Clinical Operations, Data Analyst",Counsyl,4.0,data analyst,South San Francisco,CA,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False
Sourcer,Granular,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DATA ENGINEER,Change Healthcare,406.0,data engineer,Emeryville,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Quantitative Analyst, Associate/AVP",MUFG,40.0,data analyst,San Francisco,CA,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False
"Lead Data Scientist, Decision Science",Glassdoor,23.0,data scientist,Mill Valley,CA,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False
"Staff or Principal Scientist, Advertising","Pandora Media, Inc.",33.0,data scientist,Oakland,CA,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
"Research Associate, Infectious Disease",Chan Zuckerberg Biohub,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior/Principal Digital Health Platforms Data Scientist (PHC),Roche,1578.0,data scientist,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Associate, Strategy and Business Operations - Quality",JUUL Labs,2.0,other role,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Staff Scientist (Energy Storage & Distributed Resources),Lawrence Berkeley National Laboratory,123.0,data scientist,San Francisco Bay Area,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Associate Scientist / Scientist - Oral Solid Dose - Manufacturing Operations - GMP,PPD,419.0,data scientist,San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Customer Operations--CRM Analyst,JUUL Labs,2.0,data analyst,San Francisco,CA,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
"Data Scientist, Marketing - Retail",Harnham,0.0,data scientist,Oakland,CA,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Scientist – Target Biology,Atreca,0.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ad Tech Data Engineer,Demandbase,3.0,data engineer,San Francisco,CA,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
"Scientist, High Throughput Strain Engineering",Zymergen,4.0,data scientist,Emeryville,CA,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Clinical Data Operator I,Natera,34.0,other role,San Carlos,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist,Grand Rounds,10.0,data scientist,San Francisco,CA,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True
Manager of Data Science,Samba TV,0.0,data scientist,San Francisco,CA,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Machine Learning Evangelist,SigOpt,0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Data Scientist,Payette Group,0.0,data scientist,San Francisco,CA,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
Data Scientist,All-In Analytics,0.0,data scientist,San Francisco,CA,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
Stability Scientist,Proteus Digital Health,14.0,data scientist,Redwood City,CA,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Technical Development Scientist/Associate Scientist - Data Management and Analytics,Genentech,678.0,data scientist,South San Francisco,CA,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Senior / Lead Data Scientist,Mybrainsolutions,0.0,data scientist,San Francisco,CA,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True
Principal Data Scientist,Harnham,0.0,data scientist,San Francisco,CA,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Bioinformatics Associate Scientist I,Gilead Sciences,246.0,data scientist,Foster City,CA,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True
Quantitative Analyst,StubHub,124.0,data analyst,San Francisco,CA,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False
"Scientist I, In Vivo Biology",AbbVie,596.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Research Scientist,Carbon3D,0.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Operations and Events Coordinator,University of California Berkeley,241.0,other role,Berkeley,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Machine Learning Infrastructure Engineer,Twitter,56.0,other role,San Francisco,CA,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False
"Python Software Engineer, Data Integration",Doximity,2.0,software engineer,San Francisco,CA,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
Senior Data Scientist,"Coherent, Inc.",0.0,data scientist,Richmond,CA,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Environmental Health Scientist,Exponent,28.0,data scientist,Oakland,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Analyst,Exponent,28.0,data analyst,Oakland,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Downstream Process Development - Scientist (Entry to Director level),Compass Tech International,5.0,data scientist,San Francisco Bay Area,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
"Associate Scientist, HTP Purification (44)",Bristol-Myers Squibb,1389.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marketing Operations Manager / Data Analyst,Zoomdata,3.0,data analyst,San Mateo,CA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Clinical Scientist Entrectinib,Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
"Associate, Strategic Finance",JUUL Labs,2.0,other role,San Francisco,CA,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
Lead Research Analyst,UnitedHealth Group,12167.0,data analyst,San Francisco,CA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Product Analyst,King.com,0.0,data analyst,San Francisco,CA,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
Market Research Analyst,Kantar Millward Brown,21.0,data analyst,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Social Work Associate,University of California San Francisco,269.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Scientist,Bristol-Myers Squibb,1389.0,data scientist,Redwood City,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEDICAL SCREENING REPRESENTATIVE (DC),DONOR NETWORK WEST,0.0,other role,San Ramon,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Bioinformatics Scientist, BioPharma Collaborations",Guardant Health,7.0,data scientist,Redwood City,CA,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False
Stem Cell Scientist,VitroLabs Inc,0.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Quality Control Development Scientist,Natera,34.0,data scientist,San Carlos,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior/Principal Digital Health Platforms Data Scientist (PHC),Genentech,678.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Software Engineer, Machine Learning",Google,2473.0,software engineer,San Francisco,CA,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False
Clinical Data Manager,Parker Institute for Cancer Immunotherapy,0.0,data analyst,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Social Media Planner,"Chubbies, Inc.",0.0,other role,San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Scientist (Contract),Denali,14.0,data scientist,South San Francisco,CA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Scientist, High-Throughput Screening",University of California Berkeley,241.0,data scientist,Berkeley,CA,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
